Full Name,Date of Birth,Country,State,Religion,Caste,Family Income,School Name,10th Percentage,Higher Education,12th Percentage,Diploma Percentage,Graduation Percentage,Course Type,University,Institution State,Tuition Fee,Exam Fee,Living Type,Hostel Fee,Travel Fee,Father's Name,Mother's Name,Bank Name,Branch Name,Credit Score
Raj Madan,2002-09-14,India,Telangana,Sikh,ST,822065,Narayana,87,12th,70.0,,,MBA,Jawaharlal Nehru Technological University,Telangana,83535,3035,Hosteller,39815,0,Tanish,Anya,Union Bank of India,Hyderabad,669
Rupa Ram,2002-05-18,India,Telangana,Sikh,SC,451907,Hyderabad Public School,64,12th,72.0,,,Law,Osmania University,Telangana,51110,6616,Hosteller,10885,0,Andrew,Ridhi,State Bank of India,Hyderabad,608
Raj Bajaj,2001-12-11,India,Telangana,Sikh,Other,711830,Delhi Public School,79,Graduation,,,87.0,Vocational Training,ICFAI Business School,Telangana,203649,3883,Day Scholar,0,8494,Ojas,Keya,Union Bank of India,Hyderabad,729
Isha Barman,2004-07-09,India,Telangana,Sikh,Other,62368,Sri Chaitanya,94,12th,90.0,,,Vocational Training,Osmania University,Telangana,133185,9819,Day Scholar,0,7767,Bahadurjit,Triya,ICICI Bank,Hyderabad,783
Reyansh Din,2000-05-02,India,Telangana,Other,Other,611529,Sri Chaitanya,81,Graduation,,,54.0,Engineering,Jawaharlal Nehru Technological University,Telangana,128773,4993,Day Scholar,0,9947,Chatura,Garima,ICICI Bank,Hyderabad,715
Aarav Gupta,2000-05-10,India,Telangana,Sikh,OBC,647245,Narayana,87,Graduation,,,89.0,Medical,Jawaharlal Nehru Technological University,Telangana,199597,6506,Day Scholar,0,3182,Zaid,Vasudha,HDFC Bank,Hyderabad,739
Riya Boase,2001-03-29,India,Telangana,Sikh,General,1002067,Sri Chaitanya,71,12th,89.0,,,Vocational Training,BITS Pilani Hyderabad,Telangana,101542,3994,Hosteller,10581,0,Anmol,Omisha,Bank of India,Hyderabad,606
Nisha Modi,2004-09-10,India,Telangana,Sikh,ST,721367,Bhavans,65,Graduation,,,63.0,Medical,Jawaharlal Nehru Technological University,Telangana,240105,4586,Hosteller,47470,0,Jatin,Veda,Federal Bank,Hyderabad,794
Sanya Modi,2000-07-16,India,Telangana,Other,General,1104533,Bhavans,91,12th,90.0,,,Law,BITS Pilani Hyderabad,Telangana,268211,7686,Day Scholar,0,3248,Nachiket,Neha,Bajaj Finserv,Hyderabad,648
Nisha Pingle,2002-09-01,India,Telangana,Sikh,SC,701289,Hyderabad Public School,86,Diploma,,51.0,,Medical,BITS Pilani Hyderabad,Telangana,118751,1301,Hosteller,44978,0,Samarth,Tamanna,Bank of Baroda,Hyderabad,664
Nisha Panchal,1999-07-04,India,Telangana,Other,General,1191214,Delhi Public School,75,12th,64.0,,,Arts,ICFAI Business School,Telangana,278132,2954,Day Scholar,0,8358,Balhaar,Jhalak,Bajaj Finserv,Hyderabad,645
sri Nagi,2004-05-03,India,Telangana,Muslim,ST,268555,Hyderabad Public School,84,12th,67.0,,,Arts,mrecw,Telangana,71459,1275,Day Scholar,0,7484,Qabil,Yutika,Bajaj Finserv,Hyderabad,725
Rupa Pradhan,1999-07-10,India,Telangana,Sikh,OBC,1040444,Delhi Public School,65,Graduation,,,83.0,Law,mrecw,Telangana,185440,8678,Day Scholar,0,2135,Tarak,Yashasvi,Canara Bank,Hyderabad,832
Arjun Gill,2005-02-18,India,Telangana,Christian,SC,643378,Bhavans,63,12th,79.0,,,Arts,ICFAI Business School,Telangana,167529,9927,Day Scholar,0,4351,Gaurav,Oni,Federal Bank,Hyderabad,746
Sanya Murty,2002-08-16,India,Telangana,Other,ST,958911,Hyderabad Public School,62,12th,77.0,,,Law,University of Hyderabad,Telangana,112612,3007,Hosteller,35439,0,Zayan,Mohini,IDFC FIRST Bank,Hyderabad,729
Nisha Mukherjee,2006-11-23,India,Telangana,Hindu,OBC,735489,Sri Chaitanya,91,Graduation,,,54.0,Medical,ICFAI Business School,Telangana,186123,1253,Hosteller,20706,0,Yash,Vamakshi,Punjab National Bank,Hyderabad,667
Rupa Sen,2006-06-22,India,Telangana,Other,General,125668,Sri Chaitanya,69,12th,72.0,,,Law,mrecw,Telangana,135176,1669,Hosteller,48252,0,Tarak,Reva,ICICI Bank,Hyderabad,660
Rupa Shukla,2006-09-18,India,Telangana,Muslim,General,1154156,Oakridge International School,79,Diploma,,80.0,,Engineering,University of Hyderabad,Telangana,229527,3085,Day Scholar,0,9847,Shivansh,Lavanya,Axis Bank,Hyderabad,714
Vihaan Sama,2006-01-26,India,Telangana,Christian,Other,686959,Delhi Public School,71,12th,94.0,,,Law,mrecw,Telangana,72023,4226,Day Scholar,0,6709,Samesh,Upadhriti,Federal Bank,Hyderabad,646
Nisha Kala,2000-10-25,India,Telangana,Muslim,SC,407833,Delhi Public School,88,Diploma,,71.0,,MBA,Jawaharlal Nehru Technological University,Telangana,103524,4847,Hosteller,24089,0,Naveen,Bhavini,Punjab National Bank,Hyderabad,704
Isha Saha,2006-06-24,India,Telangana,Christian,General,833689,Delhi Public School,77,12th,65.0,,,Arts,Osmania University,Telangana,298199,5825,Day Scholar,0,2538,Patrick,Arunima,ICICI Bank,Hyderabad,807
Aarav Dar,2003-11-12,India,Telangana,Other,ST,248517,Sri Chaitanya,81,Diploma,,90.0,,Law,University of Hyderabad,Telangana,172845,1852,Hosteller,33632,0,Jagdish,Diya,IDFC FIRST Bank,Hyderabad,707
Aarav Randhawa,2005-10-09,India,Telangana,Other,OBC,298370,Delhi Public School,92,12th,65.0,,,Law,Jawaharlal Nehru Technological University,Telangana,280384,4477,Hosteller,27104,0,Finn,Bhavika,ICICI Bank,Hyderabad,841
Vihaan Hari,2000-02-16,India,Telangana,Other,Other,1103556,Sri Chaitanya,92,12th,90.0,,,MBA,Osmania University,Telangana,234179,4141,Day Scholar,0,6215,Pratyush,Harini,Canara Bank,Hyderabad,843
Aaditya Sarraf,2004-01-16,India,Telangana,Sikh,OBC,332916,Bhavans,95,Diploma,,51.0,,Vocational Training,Osmania University,Telangana,179414,1369,Day Scholar,0,2037,Guneet,Ishani,Axis Bank,Hyderabad,759
Shreya Yadav,2003-04-27,India,Telangana,Muslim,ST,983153,Oakridge International School,89,Graduation,,,66.0,Arts,mrecw,Telangana,199082,6548,Day Scholar,0,5670,Kiaan,Watika,Bank of India,Hyderabad,779
sri Sagar,1999-04-07,India,Telangana,Christian,Other,437125,Hyderabad Public School,95,Diploma,,54.0,,Medical,mrecw,Telangana,287206,2063,Day Scholar,0,2298,Pratyush,Meghana,Bank of Baroda,Hyderabad,645
Rupa Saxena,2003-01-02,India,Telangana,Muslim,Other,957483,Delhi Public School,88,Diploma,,63.0,,MBA,mrecw,Telangana,181921,9464,Day Scholar,0,2937,Hardik,Avni,Federal Bank,Hyderabad,787
Ayaan Lall,2003-02-08,India,Telangana,Christian,ST,835324,Delhi Public School,84,Diploma,,83.0,,Engineering,Jawaharlal Nehru Technological University,Telangana,223886,2247,Day Scholar,0,4863,Wridesh,Ladli,Union Bank of India,Hyderabad,690
Kian Bhatia,2006-02-27,India,Telangana,Other,ST,670934,Delhi Public School,87,12th,84.0,,,MBA,University of Hyderabad,Telangana,255785,2509,Day Scholar,0,5559,Ekavir,Vrishti,RBL Bank,Hyderabad,632
Aanya Seshadri,2002-10-18,India,Telangana,Muslim,SC,621085,Narayana,74,12th,65.0,,,MBA,BITS Pilani Hyderabad,Telangana,103717,6725,Hosteller,21703,0,Frederick,Vritti,IDFC FIRST Bank,Hyderabad,801
Vivaan Agate,2003-11-20,India,Telangana,Hindu,SC,400713,Sri Chaitanya,76,Graduation,,,54.0,Arts,BITS Pilani Hyderabad,Telangana,267698,9298,Day Scholar,0,8994,Noah,Yutika,Canara Bank,Hyderabad,618
Sanya Chopra,2002-09-25,India,Telangana,Sikh,SC,477325,Oakridge International School,78,12th,66.0,,,Medical,Jawaharlal Nehru Technological University,Telangana,209693,3213,Day Scholar,0,3338,Manthan,Vaishnavi,Bajaj Finserv,Hyderabad,765
Saanvi Kara,2005-03-05,India,Telangana,Hindu,General,446699,Hyderabad Public School,87,Diploma,,82.0,,Law,mrecw,Telangana,154758,8173,Day Scholar,0,3875,Yatan,Yashoda,Punjab National Bank,Hyderabad,629
Isha De,2004-04-01,India,Telangana,Hindu,General,859108,Sri Chaitanya,87,12th,61.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,117617,4447,Day Scholar,0,9227,Christopher,Yachana,Kotak Mahindra Bank,Hyderabad,670
Ananya Arya,2000-09-11,India,Telangana,Christian,ST,895174,Oakridge International School,85,Graduation,,,89.0,Medical,mrecw,Telangana,190059,2989,Day Scholar,0,4653,Qasim,Omaja,HDFC Bank,Hyderabad,632
Kian Sarma,2006-04-02,India,Telangana,Muslim,ST,248858,Oakridge International School,69,Graduation,,,52.0,Law,Jawaharlal Nehru Technological University,Telangana,185893,9745,Day Scholar,0,2735,Nathan,Arya,Kotak Mahindra Bank,Hyderabad,645
Riya Pandya,2002-06-03,India,Telangana,Christian,OBC,621469,Narayana,79,12th,85.0,,,Engineering,ICFAI Business School,Telangana,114492,7271,Day Scholar,0,6429,Yug,Rajeshri,ICICI Bank,Hyderabad,639
Ananya Sarraf,2001-02-09,India,Telangana,Hindu,OBC,456928,Hyderabad Public School,82,Graduation,,,84.0,Law,ICFAI Business School,Telangana,200703,5684,Hosteller,29018,0,Girish,Indali,ICICI Bank,Hyderabad,708
Ananya Sule,2006-06-24,India,Telangana,Hindu,SC,834796,Hyderabad Public School,79,Diploma,,60.0,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,286195,9899,Hosteller,30515,0,Qadim,Vedhika,Federal Bank,Hyderabad,803
Saanvi Mittal,2003-05-06,India,Telangana,Muslim,ST,533807,Oakridge International School,76,12th,66.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,57776,9645,Hosteller,27885,0,Gagan,Radhika,Federal Bank,Hyderabad,661
Reyansh Sandal,2001-07-03,India,Telangana,Other,General,114596,Delhi Public School,80,Graduation,,,65.0,Medical,mrecw,Telangana,287029,9350,Hosteller,42039,0,Rushil,Krishna,Bank of Baroda,Hyderabad,837
Aditya Uppal,2005-11-16,India,Telangana,Hindu,General,717597,Sri Chaitanya,95,Diploma,,58.0,,Medical,BITS Pilani Hyderabad,Telangana,276364,5816,Hosteller,12401,0,Sarthak,Xiti,Union Bank of India,Hyderabad,634
Reyansh Mammen,2003-09-14,India,Telangana,Hindu,General,116718,Sri Chaitanya,66,12th,85.0,,,Engineering,mrecw,Telangana,227676,3445,Hosteller,45974,0,Aayush,Bimala,Bajaj Finserv,Hyderabad,640
Aanya Chakrabarti,2002-10-04,India,Telangana,Sikh,General,902209,Delhi Public School,66,12th,66.0,,,PhD,University of Hyderabad,Telangana,186913,7273,Day Scholar,0,7741,Frado,Edhitha,IDFC FIRST Bank,Hyderabad,728
Rupa Narayan,2003-04-22,India,Telangana,Other,General,1050577,Bhavans,78,Graduation,,,85.0,PhD,ICFAI Business School,Telangana,125108,1415,Day Scholar,0,5643,Kabir,Bina,Federal Bank,Hyderabad,605
Riya Chaudhry,2000-02-12,India,Telangana,Sikh,General,256430,Delhi Public School,81,Graduation,,,87.0,Law,ICFAI Business School,Telangana,296830,1181,Hosteller,23414,0,Sathvik,Anjali,Kotak Mahindra Bank,Hyderabad,811
Aarav Aurora,2002-06-15,India,Telangana,Sikh,Other,723202,Hyderabad Public School,62,12th,91.0,,,Vocational Training,BITS Pilani Hyderabad,Telangana,214353,3411,Hosteller,40097,0,Ekalinga,Lopa,Union Bank of India,Hyderabad,732
Ishaan Butala,2001-08-19,India,Telangana,Muslim,SC,506599,Delhi Public School,92,12th,82.0,,,Arts,ICFAI Business School,Telangana,241589,1130,Day Scholar,0,9853,Qarin,Janani,Federal Bank,Hyderabad,724
Ananya Dhar,1999-09-10,India,Telangana,Muslim,SC,1043118,Narayana,95,Graduation,,,57.0,Vocational Training,mrecw,Telangana,250857,5514,Day Scholar,0,3930,Noah,Neelima,RBL Bank,Hyderabad,769
Vihaan Murthy,2005-11-29,India,Telangana,Sikh,Other,705619,Hyderabad Public School,83,12th,80.0,,,Medical,Osmania University,Telangana,137127,9627,Day Scholar,0,8302,Naksh,Brinda,Punjab National Bank,Hyderabad,620
Rupa Gour,2004-10-17,India,Telangana,Christian,ST,632444,Hyderabad Public School,87,Graduation,,,50.0,Medical,Jawaharlal Nehru Technological University,Telangana,257220,5013,Hosteller,18226,0,Maanav,Tamanna,Bank of India,Hyderabad,605
Ishaan Prasad,2003-02-05,India,Telangana,Christian,General,323580,Sri Chaitanya,89,Diploma,,89.0,,PhD,University of Hyderabad,Telangana,151940,6422,Hosteller,27396,0,Maanas,Krisha,State Bank of India,Hyderabad,821
Priya Kadakia,2006-08-20,India,Telangana,Christian,ST,666619,Narayana,72,Diploma,,61.0,,PhD,University of Hyderabad,Telangana,293030,4425,Day Scholar,0,5542,Nicholas,Mekhala,Bajaj Finserv,Hyderabad,636
Priya Chakraborty,2006-10-09,India,Telangana,Other,SC,1121146,Narayana,66,12th,95.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,280903,3901,Hosteller,41027,0,Victor,Nisha,HDFC Bank,Hyderabad,638
Aaditya Sahni,1999-04-04,India,Telangana,Other,SC,1083272,Oakridge International School,86,Graduation,,,78.0,MBA,ICFAI Business School,Telangana,228698,6530,Day Scholar,0,6408,Zashil,Indira,RBL Bank,Hyderabad,605
Riya Choudhary,2003-07-06,India,Telangana,Christian,SC,345962,Sri Chaitanya,85,Graduation,,,70.0,Vocational Training,Osmania University,Telangana,279476,2555,Hosteller,38050,0,Lucky,Anita,Bajaj Finserv,Hyderabad,667
Rupa Raman,1999-07-31,India,Telangana,Hindu,Other,153773,Bhavans,69,Diploma,,84.0,,Law,Osmania University,Telangana,109733,4539,Day Scholar,0,2586,Chatresh,Pavani,Kotak Mahindra Bank,Hyderabad,741
Ishaan Sridhar,2002-11-01,India,Telangana,Muslim,SC,908684,Hyderabad Public School,75,Graduation,,,56.0,Arts,Jawaharlal Nehru Technological University,Telangana,176857,7698,Hosteller,43506,0,Rohan,Kala,Kotak Mahindra Bank,Hyderabad,795
Raj De,2004-01-11,India,Telangana,Muslim,General,925801,Bhavans,84,Graduation,,,86.0,PhD,mrecw,Telangana,134313,1847,Hosteller,42678,0,Vedant,Madhavi,Union Bank of India,Hyderabad,663
Aditya Parsa,2001-12-15,India,Telangana,Sikh,Other,131621,Delhi Public School,71,12th,60.0,,,PhD,ICFAI Business School,Telangana,179272,6198,Hosteller,46982,0,Andrew,Warda,HDFC Bank,Hyderabad,795
sri Bose,2000-10-13,India,Telangana,Muslim,SC,109659,Delhi Public School,79,Diploma,,53.0,,MBA,University of Hyderabad,Telangana,205232,6291,Day Scholar,0,4308,Samuel,Anamika,ICICI Bank,Hyderabad,737
Kian Seshadri,2006-10-09,India,Telangana,Sikh,ST,116386,Sri Chaitanya,93,12th,77.0,,,MBA,Jawaharlal Nehru Technological University,Telangana,102876,2882,Hosteller,36001,0,Nakul,Zaitra,State Bank of India,Hyderabad,767
Aaditya Nayar,2003-11-21,India,Telangana,Hindu,SC,549662,Hyderabad Public School,93,12th,91.0,,,Vocational Training,BITS Pilani Hyderabad,Telangana,80664,1165,Hosteller,13335,0,Ansh,Jalsa,Bank of Baroda,Hyderabad,659
Aditya Buch,2001-03-28,India,Telangana,Other,General,105973,Oakridge International School,83,Diploma,,83.0,,Arts,Osmania University,Telangana,106309,8063,Day Scholar,0,9035,Peter,Zinal,IDFC FIRST Bank,Hyderabad,829
Kian Mody,2003-12-19,India,Telangana,Sikh,ST,802952,Sri Chaitanya,91,Diploma,,73.0,,PhD,ICFAI Business School,Telangana,143651,6250,Day Scholar,0,5377,Manan,Zilmil,IDFC FIRST Bank,Hyderabad,836
Meera Mangal,2006-03-29,India,Telangana,Muslim,SC,140616,Delhi Public School,78,Diploma,,84.0,,Law,mrecw,Telangana,140725,8514,Hosteller,19922,0,Shaurya,Vamakshi,Bajaj Finserv,Hyderabad,605
Riya Kothari,2000-03-30,India,Telangana,Christian,ST,690277,Hyderabad Public School,70,12th,88.0,,,Engineering,BITS Pilani Hyderabad,Telangana,87539,6496,Hosteller,17276,0,Darsh,Krisha,ICICI Bank,Hyderabad,658
Aarav Gole,2006-03-12,India,Telangana,Sikh,ST,98344,Bhavans,65,Graduation,,,81.0,MBA,University of Hyderabad,Telangana,189624,2502,Day Scholar,0,9226,Nathan,Aadhya,Bank of India,Hyderabad,823
Ananya Brahmbhatt,2002-05-02,India,Telangana,Christian,SC,362139,Bhavans,73,Graduation,,,74.0,Law,ICFAI Business School,Telangana,191154,7803,Day Scholar,0,3871,Wriddhish,Yashodhara,Canara Bank,Hyderabad,837
Saanvi Dugar,2005-05-26,India,Telangana,Muslim,Other,925359,Sri Chaitanya,73,Diploma,,78.0,,Vocational Training,ICFAI Business School,Telangana,151909,6868,Day Scholar,0,5737,Isaiah,Yashasvi,ICICI Bank,Hyderabad,707
Aarav Nair,2000-08-10,India,Telangana,Christian,SC,233259,Sri Chaitanya,69,Diploma,,59.0,,Vocational Training,mrecw,Telangana,149330,1756,Hosteller,35844,0,Thomas,Diya,Federal Bank,Hyderabad,602
Rupa Pillay,1999-12-20,India,Telangana,Christian,OBC,503372,Bhavans,85,Diploma,,89.0,,Arts,BITS Pilani Hyderabad,Telangana,167075,7870,Hosteller,18436,0,Orinder,Aashi,Bank of India,Hyderabad,831
Rupa Halder,2002-09-07,India,Telangana,Other,General,653452,Sri Chaitanya,87,12th,82.0,,,Engineering,University of Hyderabad,Telangana,247096,7066,Hosteller,29339,0,Yug,Pushti,RBL Bank,Hyderabad,719
Vivaan Vala,2002-11-10,India,Telangana,Sikh,Other,397807,Bhavans,88,Diploma,,71.0,,MBA,BITS Pilani Hyderabad,Telangana,214744,5916,Hosteller,23212,0,Jeremiah,Vrinda,Canara Bank,Hyderabad,774
Raj Srinivas,2000-06-30,India,Telangana,Other,ST,396623,Oakridge International School,90,Graduation,,,80.0,PhD,Osmania University,Telangana,289495,7711,Hosteller,49608,0,Krishna,Yamini,ICICI Bank,Hyderabad,730
Nisha Arya,2004-10-24,India,Telangana,Hindu,OBC,1185765,Sri Chaitanya,70,Diploma,,59.0,,MBA,ICFAI Business School,Telangana,176866,9892,Hosteller,10357,0,Faras,Triveni,Axis Bank,Hyderabad,705
Sanya Mutti,2005-06-04,India,Telangana,Sikh,General,446275,Oakridge International School,63,Diploma,,52.0,,Law,Jawaharlal Nehru Technological University,Telangana,115342,9431,Day Scholar,0,6750,Wridesh,Devika,State Bank of India,Hyderabad,809
Reyansh Sen,2006-04-18,India,Telangana,Sikh,SC,797410,Hyderabad Public School,94,12th,62.0,,,Medical,ICFAI Business School,Telangana,104207,6007,Hosteller,43562,0,Pratyush,Pavani,ICICI Bank,Hyderabad,740
Ananya Dass,2003-04-17,India,Telangana,Christian,ST,723482,Bhavans,78,Graduation,,,76.0,Medical,mrecw,Telangana,51427,4323,Day Scholar,0,6041,Manthan,Dayamai,HDFC Bank,Hyderabad,701
Aaditya Rastogi,2004-11-01,India,Telangana,Other,Other,613168,Delhi Public School,82,12th,74.0,,,MBA,Jawaharlal Nehru Technological University,Telangana,219358,2745,Day Scholar,0,9727,Samesh,Hiral,Federal Bank,Hyderabad,850
Vivaan Shukla,2005-11-01,India,Telangana,Other,Other,401985,Bhavans,84,Graduation,,,56.0,PhD,mrecw,Telangana,172713,9183,Day Scholar,0,4745,Onveer,Lavanya,Bank of Baroda,Hyderabad,738
Aanya Bhatti,2007-03-07,India,Telangana,Muslim,ST,1052109,Sri Chaitanya,67,12th,79.0,,,MBA,mrecw,Telangana,281938,1505,Day Scholar,0,5580,Bahadurjit,Nandini,ICICI Bank,Hyderabad,684
Vihaan Sandal,2005-04-01,India,Telangana,Christian,OBC,331722,Narayana,93,Graduation,,,62.0,Engineering,BITS Pilani Hyderabad,Telangana,65146,7114,Hosteller,49640,0,Tanish,Ganga,Punjab National Bank,Hyderabad,757
Raj Bhattacharyya,2004-09-12,India,Telangana,Muslim,ST,174179,Oakridge International School,61,Diploma,,51.0,,Law,mrecw,Telangana,246427,1582,Hosteller,39645,0,Wriddhish,Anvi,Canara Bank,Hyderabad,690
Ayaan Prabhakar,2005-11-30,India,Telangana,Hindu,SC,176463,Hyderabad Public School,62,12th,91.0,,,MBA,BITS Pilani Hyderabad,Telangana,53212,7303,Hosteller,11102,0,Arin,Dipta,Bank of India,Hyderabad,652
Ananya Varkey,2000-06-10,India,Telangana,Other,ST,742144,Hyderabad Public School,87,Diploma,,53.0,,Arts,mrecw,Telangana,101652,6656,Hosteller,31795,0,Maanas,Anvi,Bajaj Finserv,Hyderabad,716
Meera Chada,2000-07-13,India,Telangana,Hindu,OBC,484699,Sri Chaitanya,83,Graduation,,,64.0,Law,ICFAI Business School,Telangana,237131,3971,Day Scholar,0,6713,Praneel,Tara,Axis Bank,Hyderabad,772
Isha Ratti,2007-02-23,India,Telangana,Muslim,Other,525451,Sri Chaitanya,67,Diploma,,77.0,,Medical,University of Hyderabad,Telangana,277017,4084,Hosteller,21010,0,Qadim,Yashoda,Bank of India,Hyderabad,629
Priya Rajagopalan,2001-07-17,India,Telangana,Hindu,OBC,1177491,Hyderabad Public School,66,Diploma,,69.0,,Law,Osmania University,Telangana,74596,7280,Day Scholar,0,6503,Jonathan,Bhavya,Bank of India,Hyderabad,639
Aanya Sengupta,2002-03-13,India,Telangana,Sikh,ST,729724,Oakridge International School,84,Graduation,,,52.0,Vocational Training,mrecw,Telangana,209198,7190,Hosteller,33571,0,Yatin,Isha,Union Bank of India,Hyderabad,838
Nisha Kota,2000-07-05,India,Telangana,Muslim,Other,969999,Bhavans,62,Graduation,,,63.0,Law,ICFAI Business School,Telangana,166589,4094,Hosteller,10920,0,Benjamin,Divya,Axis Bank,Hyderabad,725
Aaditya Thakkar,2003-11-14,India,Telangana,Sikh,OBC,643864,Delhi Public School,87,Diploma,,57.0,,PhD,Jawaharlal Nehru Technological University,Telangana,154355,7917,Day Scholar,0,9892,Vihaan,Amara,Federal Bank,Hyderabad,688
Vivaan Pandya,2002-11-13,India,Telangana,Muslim,General,694403,Delhi Public School,80,Graduation,,,74.0,Arts,ICFAI Business School,Telangana,80080,2626,Hosteller,29887,0,Chaitanya,Vedhika,HDFC Bank,Hyderabad,793
Reyansh Bahl,1999-04-09,India,Telangana,Muslim,General,113297,Oakridge International School,62,Graduation,,,50.0,PhD,ICFAI Business School,Telangana,66587,7674,Day Scholar,0,3795,Bahadurjit,Neha,Bank of India,Hyderabad,710
Shreya Chopra,2001-06-30,India,Telangana,Muslim,General,417852,Oakridge International School,74,Graduation,,,63.0,Law,mrecw,Telangana,259392,1287,Day Scholar,0,5495,Girindra,Ati,Bank of Baroda,Hyderabad,611
Saanvi Dave,2005-09-21,India,Telangana,Muslim,ST,709018,Hyderabad Public School,95,Graduation,,,54.0,Engineering,Osmania University,Telangana,134956,3855,Day Scholar,0,6175,Chanakya,Lakshmi,Bank of India,Hyderabad,614
Raj Dhillon,2003-05-08,India,Telangana,Hindu,ST,496852,Oakridge International School,67,12th,78.0,,,MBA,mrecw,Telangana,263153,3666,Hosteller,14177,0,Aarnav,Chakrika,Punjab National Bank,Hyderabad,742
Reyansh Borde,2002-07-11,India,Telangana,Muslim,OBC,865124,Bhavans,77,12th,82.0,,,MBA,mrecw,Telangana,55062,2574,Day Scholar,0,7283,Ikbal,Ria,ICICI Bank,Hyderabad,642
Isha Swamy,2001-04-28,India,Telangana,Muslim,SC,67273,Bhavans,93,Graduation,,,79.0,PhD,University of Hyderabad,Telangana,272789,9401,Hosteller,25878,0,George,Nandini,IDFC FIRST Bank,Hyderabad,667
Sanya Kapur,2001-12-07,India,Telangana,Other,SC,1197538,Sri Chaitanya,65,12th,61.0,,,PhD,mrecw,Telangana,266568,6589,Day Scholar,0,2646,George,Charvi,Bajaj Finserv,Hyderabad,756
Vihaan Kohli,2002-03-05,India,Telangana,Hindu,Other,535757,Narayana,74,Diploma,,70.0,,Arts,ICFAI Business School,Telangana,215547,6594,Day Scholar,0,6410,Maanav,Krisha,State Bank of India,Hyderabad,654
Vihaan Nanda,2000-09-15,India,Telangana,Christian,SC,1158950,Sri Chaitanya,69,Graduation,,,80.0,Vocational Training,Jawaharlal Nehru Technological University,Telangana,262038,6064,Day Scholar,0,6247,Upkaar,Nitara,Axis Bank,Hyderabad,740
Aarav Shukla,2006-05-24,India,Telangana,Hindu,Other,620825,Narayana,69,12th,92.0,,,Vocational Training,University of Hyderabad,Telangana,51085,8390,Hosteller,21361,0,Jatin,Triya,Bajaj Finserv,Hyderabad,822
Vivaan Nath,1999-11-18,India,Telangana,Hindu,General,956542,Bhavans,61,Graduation,,,71.0,Engineering,mrecw,Telangana,175448,4032,Day Scholar,0,4356,Reyansh,Gauri,HDFC Bank,Hyderabad,727
Arjun Subramanian,2006-07-17,India,Telangana,Hindu,General,362919,Sri Chaitanya,71,Diploma,,80.0,,PhD,BITS Pilani Hyderabad,Telangana,193377,2680,Hosteller,22090,0,Warinder,Rajata,Kotak Mahindra Bank,Hyderabad,822
Ananya Nagar,2000-05-21,India,Telangana,Hindu,Other,978067,Hyderabad Public School,80,12th,91.0,,,Engineering,mrecw,Telangana,263188,1978,Day Scholar,0,7843,Laksh,Nikita,Bajaj Finserv,Hyderabad,789
Aaditya Rao,2002-01-13,India,Telangana,Muslim,SC,1056578,Narayana,64,12th,78.0,,,Vocational Training,Osmania University,Telangana,61769,7474,Day Scholar,0,2031,Jason,Janani,Kotak Mahindra Bank,Hyderabad,670
Raj Salvi,2000-04-14,India,Telangana,Christian,General,914903,Narayana,89,12th,83.0,,,MBA,mrecw,Telangana,106444,8166,Day Scholar,0,4454,Nathan,Unnati,Axis Bank,Hyderabad,821
Aaditya Sama,1999-09-29,India,Telangana,Christian,OBC,581667,Oakridge International School,63,Graduation,,,62.0,Arts,ICFAI Business School,Telangana,176611,1698,Day Scholar,0,8527,Kalpit,Vyanjana,Punjab National Bank,Hyderabad,726
Shreya Bhatia,2001-03-04,India,Telangana,Christian,ST,264315,Oakridge International School,70,Diploma,,66.0,,Law,ICFAI Business School,Telangana,141683,4652,Hosteller,42955,0,Vihaan,Siya,Bank of India,Hyderabad,729
Meera Saxena,1999-10-19,India,Telangana,Other,SC,645121,Sri Chaitanya,80,12th,76.0,,,Law,mrecw,Telangana,254259,3149,Hosteller,20364,0,Jonathan,Anjali,Kotak Mahindra Bank,Hyderabad,658
Ayaan Kumar,2004-08-28,India,Telangana,Other,ST,191013,Narayana,95,Graduation,,,88.0,Medical,University of Hyderabad,Telangana,84804,6316,Hosteller,49157,0,Raghav,Gaurangi,Axis Bank,Hyderabad,782
sri Mukhopadhyay,2000-10-26,India,Telangana,Christian,Other,232743,Bhavans,81,Diploma,,53.0,,Law,University of Hyderabad,Telangana,146675,1555,Hosteller,22125,0,Bahadurjit,Deepa,State Bank of India,Hyderabad,602
Aanya Nayak,2006-08-29,India,Telangana,Other,Other,886727,Sri Chaitanya,95,Diploma,,74.0,,Vocational Training,Osmania University,Telangana,174165,2193,Day Scholar,0,6808,Anmol,Advika,Union Bank of India,Hyderabad,796
Aditya Shah,2003-05-31,India,Telangana,Christian,ST,329889,Hyderabad Public School,95,12th,69.0,,,Law,University of Hyderabad,Telangana,57177,1041,Hosteller,12334,0,Praneel,Eta,Canara Bank,Hyderabad,625
Ishaan Sodhi,2005-05-25,India,Telangana,Hindu,Other,244144,Hyderabad Public School,60,Graduation,,,83.0,Medical,Jawaharlal Nehru Technological University,Telangana,84335,8094,Day Scholar,0,6688,Manan,Zinal,Bajaj Finserv,Hyderabad,761
